Evaluation,Resampling Scenario,Model,Class,Class Recall,Class Precision,Class F1
In-distribution,Adaptive Resampled,Multiclass,30,1.0,0.9920886075949367,0.9960285941223193
In-distribution,Adaptive Resampled,Multiclass,31,0.9803921568627451,0.967741935483871,0.9740259740259739
In-distribution,Adaptive Resampled,Multiclass,32,1.0,1.0,1.0
In-distribution,Adaptive Resampled,Multiclass,33,1.0,0.9583333333333334,0.9787234042553191
In-distribution,Adaptive Resampled,Multiclass,34,1.0,1.0,1.0
In-distribution,Adaptive Resampled,Multiclass,35,0.75,1.0,0.8571428571428571
In-distribution,Adaptive Resampled,Multiclass,36,0.9931972789115646,0.9864864864864865,0.9898305084745763
In-distribution,Adaptive Resampled,Multiclass,37,0.996969696969697,1.0,0.9984825493171471
In-distribution,Adaptive Resampled,Multiclass,38,1.0,0.92,0.9583333333333334
In-distribution,Adaptive Resampled,Multiclass,39,,0.0,
In-distribution,Adaptive Resampled,Multiclass,40,1.0,1.0,1.0
In-distribution,Adaptive Resampled,Multiclass,41,,,
In-distribution,Adaptive Resampled,Multiclass,42,1.0,0.8461538461538461,0.9166666666666666
In-distribution,Adaptive Resampled,Multiclass,43,0.996,1.0,0.9979959919839679
In-distribution,Adaptive Resampled,Multiclass,44,1.0,0.5,0.6666666666666666
In-distribution,Adaptive Resampled,Multiclass,45,1.0,0.95,0.9743589743589743
In-distribution,Adaptive Resampled,Multiclass,46,0.9915966386554622,1.0,0.9957805907172996
In-distribution,Adaptive Resampled,Multiclass,47,0.9926470588235294,0.9926470588235294,0.9926470588235294
In-distribution,Adaptive Resampled,Multiclass,48,,0.0,
In-distribution,Adaptive Resampled,Multiclass,49,1.0,0.9880952380952381,0.9940119760479043
In-distribution,Adaptive Resampled,Multiclass,50,0.9839357429718876,0.9839357429718876,0.9839357429718876
In-distribution,Adaptive Resampled,Multiclass,51,1.0,0.9857142857142858,0.9928057553956835
In-distribution,Adaptive Resampled,Multiclass,52,0.9545454545454546,1.0,0.9767441860465117
In-distribution,Adaptive Resampled,Multiclass,53,0.9842931937172775,0.9894736842105263,0.9868766404199475
In-distribution,Adaptive Resampled,Multiclass,54,0.918918918918919,0.9714285714285714,0.9444444444444445
In-distribution,Adaptive Resampled,Multiclass,55,1.0,0.9411764705882353,0.9696969696969697
In-distribution,Adaptive Resampled,Multiclass,56,1.0,0.631578947368421,0.7741935483870968
In-distribution,Adaptive Resampled,Multiclass,57,,,
In-distribution,Adaptive Resampled,Multiclass,58,0.9816091954022989,1.0,0.9907192575406032
In-distribution,Adaptive Resampled,Multiclass,59,1.0,1.0,1.0
In-distribution,Adaptive Resampled,Multiclass,60,0.9375,0.994475138121547,0.9651474530831098
In-distribution,Adaptive Resampled,Multiclass,61,1.0,0.6666666666666666,0.8
In-distribution,Adaptive Resampled,Multiclass,62,0.9945054945054945,0.9783783783783784,0.9863760217983651
In-distribution,Adaptive Resampled,Multiclass,63,0.9375,1.0,0.967741935483871
DSBI,Adaptive Resampled,Multiclass,0,,,
DSBI,Adaptive Resampled,Multiclass,1,0.9600363306085377,0.984171322160149,0.9719540229885058
DSBI,Adaptive Resampled,Multiclass,2,0.9521604938271605,0.970125786163522,0.9610591900311527
DSBI,Adaptive Resampled,Multiclass,3,0.976148409893993,0.9839715048975958,0.9800443458980044
DSBI,Adaptive Resampled,Multiclass,4,0.9503030303030303,0.9775561097256857,0.9637369391518131
DSBI,Adaptive Resampled,Multiclass,5,0.9512555391432792,0.9847094801223242,0.9676934635612322
DSBI,Adaptive Resampled,Multiclass,6,0.9709808473592572,0.9970202622169249,0.9838282857982946
DSBI,Adaptive Resampled,Multiclass,7,0.9288025889967637,0.9873853211009175,0.9571984435797667
DSBI,Adaptive Resampled,Multiclass,8,0.9710610932475884,0.9773462783171522,0.9741935483870967
DSBI,Adaptive Resampled,Multiclass,9,0.933852140077821,0.97165991902834,0.9523809523809522
DSBI,Adaptive Resampled,Multiclass,10,0.9861695730607336,0.9681227863046045,0.9770628537384569
DSBI,Adaptive Resampled,Multiclass,11,0.8360248447204969,0.9955621301775148,0.9088453747467926
DSBI,Adaptive Resampled,Multiclass,12,0.9234200743494424,0.9888535031847133,0.9550173010380623
DSBI,Adaptive Resampled,Multiclass,13,0.9447415329768271,0.916955017301038,0.9306409130816505
DSBI,Adaptive Resampled,Multiclass,14,0.9553072625698324,0.8280871670702179,0.88715953307393
DSBI,Adaptive Resampled,Multiclass,15,0.9959677419354839,0.524416135881104,0.6870653685674548
DSBI,Adaptive Resampled,Multiclass,16,0.9672987084363837,0.9932279909706546,0.9800918836140888
DSBI,Adaptive Resampled,Multiclass,17,0.9391691394658753,0.9433681073025335,0.941263940520446
DSBI,Adaptive Resampled,Multiclass,18,0.9956966110812264,0.9635606454971369,0.9793650793650792
DSBI,Adaptive Resampled,Multiclass,19,0.9472851871375857,0.9922694643843181,0.9692556634304208
DSBI,Adaptive Resampled,Multiclass,20,0.9609164420485176,0.9727148703956344,0.9667796610169492
DSBI,Adaptive Resampled,Multiclass,21,0.9501424501424501,0.9751461988304093,0.9624819624819624
DSBI,Adaptive Resampled,Multiclass,22,0.970954356846473,0.9531568228105907,0.9619732785200411
DSBI,Adaptive Resampled,Multiclass,23,0.9790794979079498,0.7134146341463414,0.8253968253968255
DSBI,Adaptive Resampled,Multiclass,24,0.9067796610169492,0.7753623188405797,0.8359375
DSBI,Adaptive Resampled,Multiclass,25,0.9818780889621087,0.988391376451078,0.9851239669421488
DSBI,Adaptive Resampled,Multiclass,26,0.9083333333333333,0.990909090909091,0.9478260869565217
DSBI,Adaptive Resampled,Multiclass,27,0.9780023781212842,0.9745260663507109,0.9762611275964392
DSBI,Adaptive Resampled,Multiclass,28,0.8653846153846154,0.9854014598540146,0.9215017064846417
DSBI,Adaptive Resampled,Multiclass,29,0.9815789473684211,0.927860696517413,0.9539641943734015
DSBI,Adaptive Resampled,Multiclass,30,0.9762900976290098,0.8860759493670886,0.9289980092899801
DSBI,Adaptive Resampled,Multiclass,31,0.9875,0.92578125,0.9556451612903226
DSBI,Adaptive Resampled,Multiclass,32,0.8689320388349514,0.9675675675675676,0.9156010230179027
DSBI,Adaptive Resampled,Multiclass,33,0.9054982817869416,0.9906015037593985,0.9461400359066428
DSBI,Adaptive Resampled,Multiclass,34,0.9639556377079482,0.9905033238366572,0.9770491803278688
DSBI,Adaptive Resampled,Multiclass,35,0.8197969543147208,0.9847560975609756,0.894736842105263
DSBI,Adaptive Resampled,Multiclass,36,0.9809885931558935,0.9687108886107635,0.9748110831234257
DSBI,Adaptive Resampled,Multiclass,37,0.9760726072607261,0.9720624486442071,0.9740634005763689
DSBI,Adaptive Resampled,Multiclass,38,0.8599137931034483,0.973170731707317,0.9130434782608695
DSBI,Adaptive Resampled,Multiclass,39,0.9941348973607038,0.8033175355450237,0.8885976408912188
DSBI,Adaptive Resampled,Multiclass,40,0.5,0.1111111111111111,0.1818181818181818
DSBI,Adaptive Resampled,Multiclass,41,0.944801026957638,0.968421052631579,0.9564652371669915
DSBI,Adaptive Resampled,Multiclass,42,0.9630390143737166,0.9591002044989775,0.9610655737704918
DSBI,Adaptive Resampled,Multiclass,43,1.0,0.7350746268656716,0.8473118279569892
DSBI,Adaptive Resampled,Multiclass,44,0.8123515439429929,0.9799426934097422,0.8883116883116883
DSBI,Adaptive Resampled,Multiclass,45,0.9680451127819549,0.9680451127819549,0.9680451127819549
DSBI,Adaptive Resampled,Multiclass,46,0.9902439024390244,0.6170212765957447,0.7602996254681648
DSBI,Adaptive Resampled,Multiclass,47,0.9806451612903225,0.9620253164556962,0.9712460063897763
DSBI,Adaptive Resampled,Multiclass,48,0.89375,0.9913344887348353,0.9400164338537388
DSBI,Adaptive Resampled,Multiclass,49,0.9601476014760147,0.9886018237082067,0.974166978659678
DSBI,Adaptive Resampled,Multiclass,50,0.9852216748768473,0.9433962264150944,0.9638554216867471
DSBI,Adaptive Resampled,Multiclass,51,0.9479768786127167,0.9879518072289156,0.9675516224188789
DSBI,Adaptive Resampled,Multiclass,52,0.9689213893967094,0.9532374100719424,0.9610154125113327
DSBI,Adaptive Resampled,Multiclass,53,0.9764243614931237,0.9631782945736435,0.9697560975609756
DSBI,Adaptive Resampled,Multiclass,54,0.9071428571428571,0.9806949806949807,0.9424860853432282
DSBI,Adaptive Resampled,Multiclass,55,0.9705263157894737,0.9369918699186992,0.953464322647363
DSBI,Adaptive Resampled,Multiclass,56,0.9814814814814815,0.9098712446351931,0.9443207126948774
DSBI,Adaptive Resampled,Multiclass,57,0.9,0.9615384615384616,0.9297520661157025
DSBI,Adaptive Resampled,Multiclass,58,0.9728434504792333,0.9886363636363636,0.9806763285024155
DSBI,Adaptive Resampled,Multiclass,59,0.9819494584837545,0.9347079037800687,0.9577464788732395
DSBI,Adaptive Resampled,Multiclass,60,0.9688631426502534,0.9752186588921283,0.9720305121685434
DSBI,Adaptive Resampled,Multiclass,61,0.8858695652173914,0.9055555555555556,0.8956043956043955
DSBI,Adaptive Resampled,Multiclass,62,0.968421052631579,0.8313253012048193,0.8946515397082658
DSBI,Adaptive Resampled,Multiclass,63,1.0,0.45901639344262296,0.6292134831460674
BCD,Adaptive Resampled,Multiclass,0,,,
BCD,Adaptive Resampled,Multiclass,1,0.15,0.20930232558139536,0.17475728155339806
BCD,Adaptive Resampled,Multiclass,2,,0.0,
BCD,Adaptive Resampled,Multiclass,3,0.03333333333333333,0.125,0.052631578947368425
BCD,Adaptive Resampled,Multiclass,4,,0.0,
BCD,Adaptive Resampled,Multiclass,5,0.03333333333333333,0.16666666666666666,0.05555555555555555
BCD,Adaptive Resampled,Multiclass,6,,0.0,
BCD,Adaptive Resampled,Multiclass,7,0.13333333333333333,0.38095238095238093,0.19753086419753085
BCD,Adaptive Resampled,Multiclass,8,,0.0,
BCD,Adaptive Resampled,Multiclass,9,0.15,0.6923076923076923,0.2465753424657534
BCD,Adaptive Resampled,Multiclass,10,0.16666666666666666,0.6666666666666666,0.26666666666666666
BCD,Adaptive Resampled,Multiclass,11,0.11666666666666667,0.7777777777777778,0.2028985507246377
BCD,Adaptive Resampled,Multiclass,12,,0.0,
BCD,Adaptive Resampled,Multiclass,13,0.11666666666666667,0.2692307692307692,0.16279069767441862
BCD,Adaptive Resampled,Multiclass,14,0.15,0.75,0.24999999999999997
BCD,Adaptive Resampled,Multiclass,15,0.2,0.3076923076923077,0.24242424242424246
BCD,Adaptive Resampled,Multiclass,16,,0.0,
BCD,Adaptive Resampled,Multiclass,17,0.15,0.5625,0.23684210526315785
BCD,Adaptive Resampled,Multiclass,18,,0.0,
BCD,Adaptive Resampled,Multiclass,19,0.21666666666666667,0.9285714285714286,0.35135135135135137
BCD,Adaptive Resampled,Multiclass,20,,0.0,
BCD,Adaptive Resampled,Multiclass,21,0.15,0.3,0.2
BCD,Adaptive Resampled,Multiclass,22,,0.0,
BCD,Adaptive Resampled,Multiclass,23,0.16666666666666666,0.3333333333333333,0.2222222222222222
BCD,Adaptive Resampled,Multiclass,24,,0.0,
BCD,Adaptive Resampled,Multiclass,25,0.06666666666666667,0.8,0.12307692307692308
BCD,Adaptive Resampled,Multiclass,26,0.18333333333333332,0.6875,0.2894736842105263
BCD,Adaptive Resampled,Multiclass,27,0.2833333333333333,0.2537313432835821,0.2677165354330709
BCD,Adaptive Resampled,Multiclass,28,,0.0,
BCD,Adaptive Resampled,Multiclass,29,0.13333333333333333,0.5714285714285714,0.21621621621621623
BCD,Adaptive Resampled,Multiclass,30,0.3333333333333333,0.2777777777777778,0.303030303030303
BCD,Adaptive Resampled,Multiclass,31,0.13333333333333333,0.3076923076923077,0.18604651162790697
BCD,Adaptive Resampled,Multiclass,32,,0.0,
BCD,Adaptive Resampled,Multiclass,33,,0.0,
BCD,Adaptive Resampled,Multiclass,34,,0.0,
BCD,Adaptive Resampled,Multiclass,35,,0.0,
BCD,Adaptive Resampled,Multiclass,36,,0.0,
BCD,Adaptive Resampled,Multiclass,37,0.05,0.13043478260869565,0.07228915662650602
BCD,Adaptive Resampled,Multiclass,38,,0.0,
BCD,Adaptive Resampled,Multiclass,39,0.4,0.7741935483870968,0.5274725274725275
BCD,Adaptive Resampled,Multiclass,40,,0.0,
BCD,Adaptive Resampled,Multiclass,41,,0.0,
BCD,Adaptive Resampled,Multiclass,42,,0.0,
BCD,Adaptive Resampled,Multiclass,43,,0.0,
BCD,Adaptive Resampled,Multiclass,44,,0.0,
BCD,Adaptive Resampled,Multiclass,45,0.2833333333333333,0.4857142857142857,0.35789473684210527
BCD,Adaptive Resampled,Multiclass,46,,0.0,
BCD,Adaptive Resampled,Multiclass,47,,0.0,
BCD,Adaptive Resampled,Multiclass,48,,0.0,
BCD,Adaptive Resampled,Multiclass,49,,0.0,
BCD,Adaptive Resampled,Multiclass,50,,0.0,
BCD,Adaptive Resampled,Multiclass,51,,0.0,
BCD,Adaptive Resampled,Multiclass,52,,0.0,
BCD,Adaptive Resampled,Multiclass,53,0.16666666666666666,0.7142857142857143,0.2702702702702703
BCD,Adaptive Resampled,Multiclass,54,,0.0,
BCD,Adaptive Resampled,Multiclass,55,,0.0,
BCD,Adaptive Resampled,Multiclass,56,,0.0,
BCD,Adaptive Resampled,Multiclass,57,,0.0,
BCD,Adaptive Resampled,Multiclass,58,0.18333333333333332,0.9166666666666666,0.3055555555555556
BCD,Adaptive Resampled,Multiclass,59,,0.0,
BCD,Adaptive Resampled,Multiclass,60,,0.0,
BCD,Adaptive Resampled,Multiclass,61,0.13333333333333333,0.5,0.2105263157894737
BCD,Adaptive Resampled,Multiclass,62,,0.0,
BCD,Adaptive Resampled,Multiclass,63,,0.0,
ABC,Adaptive Resampled,Multiclass,0,,,
ABC,Adaptive Resampled,Multiclass,1,0.5858585858585859,0.3790849673202614,0.4603174603174603
ABC,Adaptive Resampled,Multiclass,2,,0.0,
ABC,Adaptive Resampled,Multiclass,3,0.5252525252525253,0.42276422764227645,0.46846846846846846
ABC,Adaptive Resampled,Multiclass,4,,0.0,
ABC,Adaptive Resampled,Multiclass,5,0.40404040404040403,0.625,0.49079754601227
ABC,Adaptive Resampled,Multiclass,6,,0.0,
ABC,Adaptive Resampled,Multiclass,7,,0.0,
ABC,Adaptive Resampled,Multiclass,8,,0.0,
ABC,Adaptive Resampled,Multiclass,9,,0.0,
ABC,Adaptive Resampled,Multiclass,10,0.3434343434343434,0.37362637362637363,0.35789473684210527
ABC,Adaptive Resampled,Multiclass,11,0.3434343434343434,0.8717948717948718,0.4927536231884058
ABC,Adaptive Resampled,Multiclass,12,0.35353535353535354,1.0,0.5223880597014925
ABC,Adaptive Resampled,Multiclass,13,0.43434343434343436,0.8269230769230769,0.5695364238410595
ABC,Adaptive Resampled,Multiclass,14,0.41414141414141414,0.9111111111111111,0.5694444444444444
ABC,Adaptive Resampled,Multiclass,15,,0.0,
ABC,Adaptive Resampled,Multiclass,16,,0.0,
ABC,Adaptive Resampled,Multiclass,17,,0.0,
ABC,Adaptive Resampled,Multiclass,18,,0.0,
ABC,Adaptive Resampled,Multiclass,19,0.32323232323232326,0.8,0.460431654676259
ABC,Adaptive Resampled,Multiclass,20,,0.0,
ABC,Adaptive Resampled,Multiclass,21,0.46464646464646464,0.92,0.6174496644295302
ABC,Adaptive Resampled,Multiclass,22,,0.0,
ABC,Adaptive Resampled,Multiclass,23,0.5353535353535354,0.5408163265306123,0.5380710659898478
ABC,Adaptive Resampled,Multiclass,24,,0.0,
ABC,Adaptive Resampled,Multiclass,25,0.3333333333333333,0.6875,0.4489795918367347
ABC,Adaptive Resampled,Multiclass,26,0.3333333333333333,0.8918918918918919,0.48529411764705876
ABC,Adaptive Resampled,Multiclass,27,,0.0,
ABC,Adaptive Resampled,Multiclass,28,0.3333333333333333,0.9166666666666666,0.4888888888888888
ABC,Adaptive Resampled,Multiclass,29,0.40404040404040403,0.8,0.5369127516778524
ABC,Adaptive Resampled,Multiclass,30,0.41414141414141414,0.6833333333333333,0.5157232704402516
ABC,Adaptive Resampled,Multiclass,31,0.36363636363636365,0.6545454545454545,0.4675324675324676
ABC,Adaptive Resampled,Multiclass,32,,0.0,
ABC,Adaptive Resampled,Multiclass,33,,,
ABC,Adaptive Resampled,Multiclass,34,,0.0,
ABC,Adaptive Resampled,Multiclass,35,0.35353535353535354,1.0,0.5223880597014925
ABC,Adaptive Resampled,Multiclass,36,,0.0,
ABC,Adaptive Resampled,Multiclass,37,,0.0,
ABC,Adaptive Resampled,Multiclass,38,,0.0,
ABC,Adaptive Resampled,Multiclass,39,,0.0,
ABC,Adaptive Resampled,Multiclass,40,,0.0,
ABC,Adaptive Resampled,Multiclass,41,0.32323232323232326,0.8421052631578947,0.4671532846715329
ABC,Adaptive Resampled,Multiclass,42,,0.0,
ABC,Adaptive Resampled,Multiclass,43,0.4494949494949495,0.8018018018018018,0.576051779935275
ABC,Adaptive Resampled,Multiclass,44,,0.0,
ABC,Adaptive Resampled,Multiclass,45,0.40404040404040403,0.9523809523809523,0.5673758865248226
ABC,Adaptive Resampled,Multiclass,46,0.5151515151515151,0.7391304347826086,0.6071428571428571
ABC,Adaptive Resampled,Multiclass,47,0.35353535353535354,0.9722222222222222,0.5185185185185186
ABC,Adaptive Resampled,Multiclass,48,,0.0,
ABC,Adaptive Resampled,Multiclass,49,0.42424242424242425,0.9545454545454546,0.5874125874125874
ABC,Adaptive Resampled,Multiclass,50,,0.0,
ABC,Adaptive Resampled,Multiclass,51,0.30303030303030304,0.8571428571428571,0.4477611940298507
ABC,Adaptive Resampled,Multiclass,52,,0.0,
ABC,Adaptive Resampled,Multiclass,53,,,
ABC,Adaptive Resampled,Multiclass,54,,0.0,
ABC,Adaptive Resampled,Multiclass,55,0.35353535353535354,0.9210526315789473,0.510948905109489
ABC,Adaptive Resampled,Multiclass,56,0.04040404040404041,0.16666666666666666,0.06504065040650407
ABC,Adaptive Resampled,Multiclass,57,0.2727272727272727,0.6,0.37499999999999994
ABC,Adaptive Resampled,Multiclass,58,0.20202020202020202,0.9523809523809523,0.3333333333333333
ABC,Adaptive Resampled,Multiclass,59,,0.0,
ABC,Adaptive Resampled,Multiclass,60,,0.0,
ABC,Adaptive Resampled,Multiclass,61,,0.0,
ABC,Adaptive Resampled,Multiclass,62,0.41414141414141414,0.7884615384615384,0.5430463576158939
ABC,Adaptive Resampled,Multiclass,63,0.5555555555555556,0.3254437869822485,0.4104477611940298
Braille37,Adaptive Resampled,Multiclass,0,0.0,,
Braille37,Adaptive Resampled,Multiclass,1,0.8679867986798679,0.9014567266495287,0.8844052122740647
Braille37,Adaptive Resampled,Multiclass,2,0.9921259842519685,0.8012718600953895,0.8865435356200528
Braille37,Adaptive Resampled,Multiclass,3,0.9211986681465039,0.9718969555035128,0.9458689458689459
Braille37,Adaptive Resampled,Multiclass,4,0.9982456140350877,0.6733727810650888,0.8042402826855123
Braille37,Adaptive Resampled,Multiclass,5,0.8542976939203354,0.9713945172824792,0.9090909090909091
Braille37,Adaptive Resampled,Multiclass,6,0.8489583333333334,0.9918864097363083,0.9148737137511693
Braille37,Adaptive Resampled,Multiclass,7,0.8991853360488798,0.9597826086956521,0.9284963196635121
Braille37,Adaptive Resampled,Multiclass,8,,0.0,
Braille37,Adaptive Resampled,Multiclass,9,0.9282744282744283,0.9084435401831129,0.9182519280205655
Braille37,Adaptive Resampled,Multiclass,10,0.9605809128630706,0.843351548269581,0.8981571290009698
Braille37,Adaptive Resampled,Multiclass,11,0.7476828012358393,0.9758064516129032,0.8466472303206997
Braille37,Adaptive Resampled,Multiclass,12,,0.0,
Braille37,Adaptive Resampled,Multiclass,13,0.8481404958677686,0.9867788461538461,0.9122222222222223
